date,revenue,promo
2024-10-01,1614.0,0
2024-10-02,1608.86,0
2024-10-03,1812.19,1
2024-10-04,1393.99,0
2024-10-05,1773.0,0
2024-10-06,1402.06,0
2024-10-07,1485.82,0
2024-10-08,1284.39,0
2024-10-09,1389.76,0
2024-10-10,1827.07,1
2024-10-11,1281.58,0
2024-10-12,1443.94,0
2024-10-13,1577.58,0
2024-10-14,1459.74,0
2024-10-15,1438.49,0
2024-10-16,1365.4,0
2024-10-17,1410.04,0
2024-10-18,1260.93,0
2024-10-19,2172.6,1
2024-10-20,1614.89,0
2024-10-21,1589.55,0
2024-10-22,1306.44,0
2024-10-23,1749.76,1
2024-10-24,1408.32,0
2024-10-25,1410.22,0
2024-10-26,1454.55,0
2024-10-27,1466.01,0
2024-10-28,1376.3,0
2024-10-29,1246.91,0
2024-10-30,1732.3,1
2024-10-31,1327.03,0
2024-11-01,1878.86,0
2024-11-02,1766.06,0
2024-11-03,1604.3,0
2024-11-04,1436.97,0
2024-11-05,1511.34,0
2024-11-06,1503.17,0
2024-11-07,1635.37,0
2024-11-08,1513.82,0
2024-11-09,1739.27,0
2024-11-10,1728.32,0
2024-11-11,1594.72,0
2024-11-12,1795.8,0
2024-11-13,1717.95,0
2024-11-14,1642.0,0
2024-11-15,1672.71,0
2024-11-16,1761.78,0
2024-11-17,1856.97,0
2024-11-18,1700.64,0
2024-11-19,1528.67,0
2024-11-20,1635.16,0
2024-11-21,1397.91,0
2024-11-22,2230.92,1
2024-11-23,1903.6,0
2024-11-24,1770.63,0
2024-11-25,1831.56,0
2024-11-26,2057.04,1
2024-11-27,1647.63,0
2024-11-28,1617.95,0
2024-11-29,1609.78,0
2024-11-30,1785.96,0
2024-12-01,2570.14,1
2024-12-02,1715.07,0
2024-12-03,1774.44,0
2024-12-04,1617.57,0
2024-12-05,1709.65,0
2024-12-06,1537.5,0
2024-12-07,1892.9,0
2024-12-08,1700.47,0
2024-12-09,2348.24,1
2024-12-10,1865.95,0
2024-12-11,1601.99,0
2024-12-12,1367.78,0
2024-12-13,1553.81,0
2024-12-14,1950.76,0
2024-12-15,1959.07,0
2024-12-16,1644.44,0
2024-12-17,2336.46,1
2024-12-18,2256.88,1
2024-12-19,1755.21,0
2024-12-20,2324.65,1
2024-12-21,1989.95,0
2024-12-22,1844.19,0
2024-12-23,1722.32,0
2024-12-24,1585.6,0
2024-12-25,1552.99,0
2024-12-26,1815.92,0
2024-12-27,1647.63,0
2024-12-28,1905.71,0
2024-12-29,1820.77,0
2024-12-30,1559.5,0
2024-12-31,1628.72,0
2025-01-01,1505.64,0
2025-01-02,1329.12,0
2025-01-03,1127.3,0
2025-01-04,1440.11,0
2025-01-05,1646.21,0
2025-01-06,1265.9,0
2025-01-07,1124.56,0
2025-01-08,1459.11,0
2025-01-09,1351.72,0
2025-01-10,1285.54,0
2025-01-11,1435.39,0
2025-01-12,1587.4,0
2025-01-13,1685.25,1
2025-01-14,1404.04,0
2025-01-15,1444.47,0
2025-01-16,1326.12,0
2025-01-17,1319.28,0
2025-01-18,1984.51,1
2025-01-19,2159.51,1
2025-01-20,1233.37,0
2025-01-21,1165.99,0
2025-01-22,1374.47,0
2025-01-23,1378.67,0
2025-01-24,1367.38,0
2025-01-25,1548.51,0
2025-01-26,1474.39,0
2025-01-27,1404.34,0
2025-01-28,1329.52,0
2025-01-29,1291.04,0
2025-01-30,1310.26,0
2025-01-31,1532.33,0
2025-02-01,1419.25,0
2025-02-02,1581.96,0
2025-02-03,1610.16,1
2025-02-04,1814.99,1
2025-02-05,1316.66,0
2025-02-06,1162.45,0
2025-02-07,1401.53,0
2025-02-08,2033.79,1
2025-02-09,1323.12,0
2025-02-10,1455.2,0
2025-02-11,1516.27,0
2025-02-12,1525.42,0
2025-02-13,1419.65,0
2025-02-14,1392.88,0
2025-02-15,1816.5,0
2025-02-16,1761.17,0
2025-02-17,1510.3,0
2025-02-18,1310.5,0
2025-02-19,1426.51,0
2025-02-20,1453.84,0
2025-02-21,1235.09,0
2025-02-22,1650.56,0
2025-02-23,1856.78,0
2025-02-24,1489.64,0
2025-02-25,1577.14,0
2025-02-26,1451.97,0
2025-02-27,1430.2,0
2025-02-28,1480.02,0
2025-03-01,1617.57,0
2025-03-02,1519.63,0
2025-03-03,1582.46,0
2025-03-04,1597.71,0
2025-03-05,1360.35,0
2025-03-06,1565.19,0
2025-03-07,1461.03,0
2025-03-08,1693.46,0
2025-03-09,1711.68,0
2025-03-10,1585.6,0
2025-03-11,1495.2,0
2025-03-12,1637.93,0
2025-03-13,1527.35,0
2025-03-14,1564.68,0
2025-03-15,1669.94,0
2025-03-16,1942.61,0
2025-03-17,1561.54,0
2025-03-18,1591.72,0
2025-03-19,1349.14,0
2025-03-20,1436.72,0
2025-03-21,1661.22,0
2025-03-22,1747.39,0
2025-03-23,1487.17,0
2025-03-24,1653.48,0
2025-03-25,1486.84,0
2025-03-26,1703.02,0
2025-03-27,1544.56,0
2025-03-28,1580.66,0
2025-03-29,1886.34,0
2025-03-30,1636.99,0
2025-03-31,1461.73,0
2025-04-01,1642.18,0
2025-04-02,2255.42,1
2025-04-03,1435.88,0
2025-04-04,1402.16,0
2025-04-05,1873.79,0
2025-04-06,1700.79,0
2025-04-07,1555.9,0
2025-04-08,1883.82,1
2025-04-09,1531.51,0
2025-04-10,1611.1,0
2025-04-11,1721.2,0
2025-04-12,1702.76,0
2025-04-13,2013.17,0
2025-04-14,1549.82,0
2025-04-15,1639.4,0
2025-04-16,1811.61,0
2025-04-17,1663.72,0
2025-04-18,1579.77,0
2025-04-19,1807.21,0
2025-04-20,2004.22,0
2025-04-21,1824.35,0
2025-04-22,1563.42,0
2025-04-23,1656.95,0
2025-04-24,1676.02,0
2025-04-25,1553.87,0
2025-04-26,1845.43,0
2025-04-27,1856.85,0
2025-04-28,1813.7,0
2025-04-29,1825.32,0
2025-04-30,1647.6,0
2025-05-01,1753.16,0
2025-05-02,1771.86,0
2025-05-03,1799.53,0
2025-05-04,1957.07,0
2025-05-05,1692.32,0
2025-05-06,1590.17,0
2025-05-07,1594.55,0
2025-05-08,1885.48,0
2025-05-09,1696.27,0
2025-05-10,2115.93,0
2025-05-11,1832.54,0
2025-05-12,1758.87,0
2025-05-13,2721.19,1
2025-05-14,1601.27,0
2025-05-15,1579.91,0
2025-05-16,1890.81,0
2025-05-17,1806.22,0
2025-05-18,1916.92,0
2025-05-19,1670.72,0
2025-05-20,1777.35,0
2025-05-21,1630.72,0
2025-05-22,1727.24,0
2025-05-23,1806.67,0
2025-05-24,1797.23,0
2025-05-25,1840.98,0
2025-05-26,1715.17,0
2025-05-27,1583.91,0
2025-05-28,1709.78,0
2025-05-29,1778.46,0
2025-05-30,1716.25,0
2025-05-31,1910.41,0
2025-06-01,2036.28,0
2025-06-02,1689.49,0
2025-06-03,2508.44,1
2025-06-04,1952.2,0
2025-06-05,1717.65,0
2025-06-06,1837.11,0
2025-06-07,1925.26,0
2025-06-08,2009.51,0
2025-06-09,1975.76,0
2025-06-10,1845.19,0
2025-06-11,1561.51,0
2025-06-12,1840.54,0
2025-06-13,2617.44,1
2025-06-14,1935.21,0
2025-06-15,2199.86,0
2025-06-16,1700.95,0
2025-06-17,2162.79,1
2025-06-18,1806.3,0
2025-06-19,1569.21,0
2025-06-20,1759.66,0
2025-06-21,2899.26,1
2025-06-22,1707.08,0
2025-06-23,1630.42,0
2025-06-24,2243.25,1
2025-06-25,1783.3,0
2025-06-26,1745.49,0
2025-06-27,1966.84,0
2025-06-28,2103.08,0
2025-06-29,2039.64,0
2025-06-30,1809.41,0
2025-07-01,1932.72,0
2025-07-02,1682.62,0
2025-07-03,1897.76,0
2025-07-04,1650.6,0
2025-07-05,2084.63,0
2025-07-06,2132.42,0
2025-07-07,1814.74,0
2025-07-08,2383.62,1
2025-07-09,2480.02,1
2025-07-10,1428.42,0
2025-07-11,1823.14,0
2025-07-12,1948.88,0
2025-07-13,1956.55,0
2025-07-14,1870.64,0
2025-07-15,1861.61,0
2025-07-16,1638.18,0
2025-07-17,1761.46,0
2025-07-18,1786.22,0
2025-07-19,1972.24,0
2025-07-20,1977.29,0
2025-07-21,1902.75,0
2025-07-22,1637.49,0
2025-07-23,1792.45,0
2025-07-24,1928.82,0
2025-07-25,1552.83,0
2025-07-26,1970.2,0
2025-07-27,1864.31,0
2025-07-28,1716.43,0
2025-07-29,2225.89,1
2025-07-30,1737.52,0
2025-07-31,1982.81,0
2025-08-01,1681.16,0
2025-08-02,2395.1,1
2025-08-03,1754.33,0
2025-08-04,2645.27,1
2025-08-05,1689.38,0
2025-08-06,1740.5,0
2025-08-07,1692.24,0
2025-08-08,1624.03,0
2025-08-09,1885.06,0
2025-08-10,2243.57,0
2025-08-11,1900.46,0
2025-08-12,1625.96,0
2025-08-13,1804.93,0
2025-08-14,1623.72,0
2025-08-15,1586.2,0
2025-08-16,2034.29,0
2025-08-17,2050.05,0
2025-08-18,1838.8,0
2025-08-19,1654.31,0
2025-08-20,1687.83,0
2025-08-21,1794.41,0
2025-08-22,1748.7,0
2025-08-23,1827.38,0
2025-08-24,1663.58,0
2025-08-25,1706.77,0
2025-08-26,2454.23,1
2025-08-27,2086.86,1
2025-08-28,1759.54,0
2025-08-29,1720.18,0
2025-08-30,1955.65,0
2025-08-31,1968.19,0
2025-09-01,1676.19,0
2025-09-02,1479.81,0
2025-09-03,1603.31,0
2025-09-04,1765.79,0
2025-09-05,1596.17,0
2025-09-06,2358.05,1
2025-09-07,1599.0,0
2025-09-08,1851.76,0
2025-09-09,1741.28,0
2025-09-10,1731.4,0
2025-09-11,1750.64,0
2025-09-12,1702.33,0
2025-09-13,1781.96,0
2025-09-14,1788.91,0
2025-09-15,1664.97,0
2025-09-16,1922.34,0
2025-09-17,1682.71,0
2025-09-18,1563.87,0
2025-09-19,1665.58,0
2025-09-20,1663.04,0
2025-09-21,1974.48,0
2025-09-22,1528.84,0
2025-09-23,1655.79,0
2025-09-24,1715.48,0
2025-09-25,1635.94,0
2025-09-26,1600.23,0
2025-09-27,1767.75,0
2025-09-28,1756.15,0
2025-09-29,1516.05,0
2025-09-30,1526.94,0
2025-10-01,1835.54,0
2025-10-02,1558.09,0
2025-10-03,1998.8,1
2025-10-04,1680.54,0
2025-10-05,1874.39,0
2025-10-06,2201.56,1
2025-10-07,1614.92,0
2025-10-08,1522.86,0
2025-10-09,1609.79,0
2025-10-10,1474.98,0
2025-10-11,1690.18,0
2025-10-12,1835.05,0
2025-10-13,1629.31,0
2025-10-14,1427.01,0
2025-10-15,2055.19,1
2025-10-16,2076.28,1
2025-10-17,1707.51,0
2025-10-18,1472.5,0
2025-10-19,1730.73,0
2025-10-20,1848.01,1
2025-10-21,1444.85,0
2025-10-22,1985.46,1
2025-10-23,1462.12,0
2025-10-24,1447.57,0
2025-10-25,1681.93,0
2025-10-26,1615.56,0
2025-10-27,1342.72,0
2025-10-28,1574.81,0
2025-10-29,2118.6,1
2025-10-30,1576.13,0
2025-10-31,1325.6,0
2025-11-01,2147.47,0
2025-11-02,2106.27,0
2025-11-03,2290.67,1
2025-11-04,1827.71,0
2025-11-05,1809.48,0
2025-11-06,2057.12,0
2025-11-07,2788.05,1
2025-11-08,1765.19,0
2025-11-09,2344.38,0
2025-11-10,1697.75,0
2025-11-11,1936.43,0
2025-11-12,2609.73,1
2025-11-13,1682.3,0
2025-11-14,2523.08,1
2025-11-15,2059.23,0
2025-11-16,2060.14,0
2025-11-17,1830.67,0
2025-11-18,1950.77,0
2025-11-19,1808.02,0
2025-11-20,2397.56,1
2025-11-21,1933.47,0
2025-11-22,2054.59,0
2025-11-23,2074.18,0
2025-11-24,1708.53,0
2025-11-25,1659.71,0
2025-11-26,1718.52,0
2025-11-27,1710.88,0
2025-11-28,1886.01,0
2025-11-29,2101.08,0
2025-11-30,1944.52,0
2025-12-01,2784.9,1
2025-12-02,1955.27,0
2025-12-03,1814.06,0
2025-12-04,1680.48,0
2025-12-05,1979.09,0
2025-12-06,2637.44,1
2025-12-07,1978.95,0
2025-12-08,1738.93,0
2025-12-09,2254.57,1
2025-12-10,2156.88,1
2025-12-11,1859.48,0
2025-12-12,1682.86,0
2025-12-13,2380.33,0
2025-12-14,1811.45,0
2025-12-15,1705.95,0
2025-12-16,1844.34,0
2025-12-17,2661.71,1
2025-12-18,1789.33,0
2025-12-19,1853.0,0
2025-12-20,1708.85,0
2025-12-21,1869.46,0
2025-12-22,1649.08,0
2025-12-23,1547.09,0
2025-12-24,2428.65,1
2025-12-25,1504.87,0
2025-12-26,1620.65,0
2025-12-27,1892.86,0
2025-12-28,1853.26,0
2025-12-29,2481.85,1
2025-12-30,1828.12,0
2025-12-31,1903.03,0
