invoice_id,date,vendor_id,requester_id,approver_id,amount,note
INV-1247,2025-07-11,V-020,EMP-013,EMP-003,16012.82,
INV-1518,2025-07-12,V-028,EMP-015,EMP-003,8636.1,
INV-1458,2025-07-13,V-026,EMP-011,EMP-018,10847.61,
INV-1270,2025-07-14,V-000,EMP-015,EMP-018,4340.32,
INV-1106,2025-07-14,V-008,EMP-014,EMP-017,1349.29,
INV-1416,2025-07-14,V-018,EMP-003,EMP-010,16287.44,
INV-1528,2025-07-14,V-015,EMP-018,EMP-021,4194.55,
INV-1107,2025-07-14,V-020,EMP-006,EMP-019,7945.27,
INV-1707,2025-07-15,V-RING3,EMP-021,EMP-014,12930.28,
INV-1194,2025-07-15,V-011,EMP-005,EMP-017,2033.4,
INV-1713,2025-07-16,V-RING3,EMP-014,EMP-021,5578.99,
INV-1175,2025-07-16,V-030,EMP-007,EMP-019,13297.67,
INV-1575,2025-07-16,V-022,EMP-000,EMP-019,3406.35,
INV-1199,2025-07-16,V-016,EMP-014,EMP-019,7355.6,
INV-1526,2025-07-17,V-005,EMP-019,EMP-021,18858.86,
INV-1340,2025-07-17,V-025,EMP-023,EMP-019,21487.1,
INV-1725,2025-07-18,V-RING4,EMP-014,EMP-021,14362.46,
INV-1354,2025-07-18,V-007,EMP-000,EMP-017,12052.2,
INV-1551,2025-07-20,V-014,EMP-016,EMP-003,10781.82,
INV-1538,2025-07-21,V-020,EMP-012,EMP-021,19623.39,
INV-1399,2025-07-21,V-008,EMP-010,EMP-021,7746.94,
INV-1045,2025-07-22,V-016,EMP-006,EMP-010,5842.66,
INV-1213,2025-07-22,V-025,EMP-017,EMP-003,2303.72,
INV-1267,2025-07-22,V-031,EMP-016,EMP-021,1233.2,
INV-1536,2025-07-23,V-012,EMP-015,EMP-010,4386.65,
INV-1226,2025-07-23,V-023,EMP-017,EMP-018,8704.37,
INV-1549,2025-07-24,V-002,EMP-018,EMP-010,16307.7,
INV-1627,2025-07-25,V-032,EMP-024,EMP-018,10252.27,
INV-1436,2025-07-25,V-025,EMP-013,EMP-010,7971.05,
INV-1699,2025-07-25,V-RING2,EMP-014,EMP-021,7566.39,
INV-1166,2025-07-26,V-016,EMP-010,EMP-014,23288.91,
INV-1131,2025-07-27,V-028,EMP-000,EMP-013,7167.52,
INV-1103,2025-07-27,V-001,EMP-012,EMP-010,16102.64,
INV-1503,2025-07-27,V-022,EMP-008,EMP-018,2034.61,
INV-1097,2025-07-28,V-009,EMP-022,EMP-003,1681.86,
INV-1683,2025-07-28,V-SPLIT,EMP-013,EMP-011,9236.76,"split PO - same job, separate invoice"
INV-1654,2025-07-29,V-GH1,EMP-007,EMP-011,8463.49,"single-source, no PO backup on file"
INV-1684,2025-07-29,V-SPLIT,EMP-013,EMP-011,9244.65,"split PO - same job, separate invoice"
INV-1064,2025-07-30,V-011,EMP-023,EMP-010,18809.92,
INV-1193,2025-07-30,V-023,EMP-013,EMP-017,5974.11,
INV-1245,2025-07-31,V-013,EMP-013,EMP-021,21330.97,
INV-1422,2025-07-31,V-014,EMP-020,EMP-003,1401.91,
INV-1208,2025-08-01,V-008,EMP-002,EMP-021,7942.25,
INV-1476,2025-08-02,V-009,EMP-014,EMP-013,13562.9,
INV-1274,2025-08-02,V-027,EMP-018,EMP-003,17071.55,
INV-1145,2025-08-02,V-005,EMP-007,EMP-013,13460.04,
INV-1327,2025-08-02,V-027,EMP-000,EMP-010,5887.46,
INV-1376,2025-08-02,V-016,EMP-020,EMP-003,18441.97,
INV-1402,2025-08-02,V-023,EMP-010,EMP-018,2764.07,
INV-1530,2025-08-04,V-009,EMP-002,EMP-017,10517.03,
INV-1007,2025-08-05,V-009,EMP-020,EMP-017,19041.09,
INV-1055,2025-08-05,V-031,EMP-008,EMP-014,2351.32,
INV-1028,2025-08-05,V-006,EMP-003,EMP-018,10430.57,
INV-1543,2025-08-05,V-019,EMP-007,EMP-021,15859.11,
INV-1198,2025-08-06,V-022,EMP-018,EMP-017,15388.69,
INV-1559,2025-08-07,V-033,EMP-005,EMP-017,8044.1,
INV-1057,2025-08-07,V-016,EMP-005,EMP-019,13307.58,
INV-1004,2025-08-08,V-015,EMP-023,EMP-021,17966.28,
INV-1105,2025-08-08,V-001,EMP-012,EMP-014,2152.15,
INV-1390,2025-08-09,V-030,EMP-009,EMP-014,20355.06,
INV-1121,2025-08-11,V-027,EMP-011,EMP-019,17019.31,
INV-1339,2025-08-12,V-021,EMP-008,EMP-013,19214.32,
INV-1515,2025-08-12,V-005,EMP-016,EMP-010,1430.66,
INV-1315,2025-08-12,V-017,EMP-014,EMP-010,3664.27,
INV-1277,2025-08-12,V-005,EMP-013,EMP-019,2674.84,
INV-1169,2025-08-13,V-013,EMP-008,EMP-017,22275.0,
INV-1406,2025-08-14,V-015,EMP-001,EMP-013,4700.21,
INV-1141,2025-08-14,V-006,EMP-000,EMP-021,11345.12,
INV-1184,2025-08-14,V-008,EMP-016,EMP-010,20892.35,
INV-1197,2025-08-15,V-018,EMP-021,EMP-010,3917.72,
INV-1146,2025-08-15,V-014,EMP-024,EMP-018,10894.77,
INV-1357,2025-08-16,V-004,EMP-014,EMP-017,21583.49,
INV-1703,2025-08-16,V-RING2,EMP-014,EMP-021,20244.93,
INV-1709,2025-08-17,V-RING3,EMP-014,EMP-021,8949.67,
INV-1309,2025-08-18,V-015,EMP-014,EMP-010,6945.53,
INV-1685,2025-08-18,V-SPLIT,EMP-013,EMP-011,9376.35,"split PO - same job, separate invoice"
INV-1366,2025-08-19,V-004,EMP-004,EMP-010,15469.78,
INV-1686,2025-08-19,V-SPLIT,EMP-013,EMP-011,9206.25,"split PO - same job, separate invoice"
INV-1687,2025-08-20,V-SPLIT,EMP-013,EMP-011,9415.29,"split PO - same job, separate invoice"
INV-1696,2025-08-20,V-RING1,EMP-014,EMP-021,21137.74,
INV-1287,2025-08-20,V-003,EMP-011,EMP-013,7553.23,
INV-1451,2025-08-21,V-031,EMP-002,EMP-019,19437.31,
INV-1261,2025-08-21,V-005,EMP-023,EMP-003,9122.24,
INV-1227,2025-08-21,V-017,EMP-006,EMP-013,22783.91,
INV-1036,2025-08-21,V-024,EMP-000,EMP-018,6475.09,
INV-1180,2025-08-22,V-021,EMP-017,EMP-019,13110.81,
INV-1601,2025-08-22,V-001,EMP-003,EMP-019,3917.91,
INV-1579,2025-08-23,V-014,EMP-017,EMP-003,4161.78,
INV-1433,2025-08-23,V-017,EMP-006,EMP-013,8036.82,
INV-1567,2025-08-23,V-025,EMP-018,EMP-014,8448.0,
INV-1600,2025-08-24,V-003,EMP-001,EMP-013,15084.38,
INV-1066,2025-08-24,V-024,EMP-001,EMP-019,5455.04,
INV-1705,2025-08-25,V-RING2,EMP-014,EMP-021,4768.53,
INV-1289,2025-08-25,V-005,EMP-019,EMP-021,12243.57,
INV-1540,2025-08-25,V-011,EMP-021,EMP-019,13269.86,
INV-1379,2025-08-26,V-003,EMP-005,EMP-019,10062.58,
INV-1461,2025-08-26,V-000,EMP-024,EMP-014,23487.0,
INV-1196,2025-08-27,V-016,EMP-014,EMP-003,16054.15,
INV-1080,2025-08-27,V-027,EMP-018,EMP-021,15764.73,
INV-1211,2025-08-28,V-030,EMP-009,EMP-010,19330.95,
INV-1008,2025-08-28,V-004,EMP-012,EMP-018,14361.94,
INV-1432,2025-08-28,V-033,EMP-015,EMP-017,20447.77,
INV-1329,2025-08-29,V-004,EMP-016,EMP-014,9462.32,
INV-1162,2025-08-29,V-027,EMP-020,EMP-019,23261.97,
INV-1310,2025-08-29,V-014,EMP-017,EMP-013,7530.81,
INV-1486,2025-08-29,V-029,EMP-003,EMP-019,23554.45,
INV-1721,2025-08-30,V-RING4,EMP-014,EMP-021,18555.77,
INV-1456,2025-08-30,V-034,EMP-001,EMP-013,23669.37,
INV-1445,2025-08-30,V-023,EMP-013,EMP-018,13249.24,
INV-1081,2025-08-31,V-028,EMP-014,EMP-018,5246.78,
INV-1112,2025-08-31,V-001,EMP-019,EMP-013,5839.3,
INV-1236,2025-09-01,V-026,EMP-016,EMP-013,17934.12,
INV-1084,2025-09-01,V-012,EMP-004,EMP-014,1252.2,
INV-1092,2025-09-01,V-027,EMP-017,EMP-021,21548.41,
INV-1424,2025-09-01,V-000,EMP-017,EMP-013,9854.74,
INV-1142,2025-09-02,V-021,EMP-005,EMP-014,6171.61,
INV-1544,2025-09-03,V-024,EMP-002,EMP-019,23778.21,
INV-1712,2025-09-03,V-RING3,EMP-021,EMP-014,19890.01,
INV-1364,2025-09-03,V-004,EMP-009,EMP-018,23990.34,
INV-1418,2025-09-03,V-005,EMP-011,EMP-019,15794.93,
INV-1174,2025-09-05,V-018,EMP-016,EMP-021,10059.44,
INV-1717,2025-09-06,V-RING3,EMP-021,EMP-014,13801.32,
INV-1102,2025-09-06,V-014,EMP-015,EMP-003,6659.51,
INV-1025,2025-09-06,V-004,EMP-016,EMP-003,6791.68,
INV-1034,2025-09-06,V-000,EMP-002,EMP-003,4116.52,
INV-1688,2025-09-08,V-SPLIT,EMP-013,EMP-011,9497.69,"split PO - same job, separate invoice"
INV-1014,2025-09-08,V-034,EMP-024,EMP-014,14434.83,
INV-1565,2025-09-08,V-029,EMP-003,EMP-017,16146.23,
INV-1129,2025-09-08,V-012,EMP-002,EMP-003,17323.78,
INV-1414,2025-09-08,V-018,EMP-022,EMP-003,16612.22,
INV-1140,2025-09-09,V-018,EMP-022,EMP-017,15363.19,
INV-1576,2025-09-09,V-032,EMP-020,EMP-019,9907.85,
INV-1689,2025-09-09,V-SPLIT,EMP-013,EMP-011,9507.75,"split PO - same job, separate invoice"
INV-1130,2025-09-09,V-015,EMP-022,EMP-019,15554.78,
INV-1529,2025-09-10,V-010,EMP-004,EMP-021,7331.98,
INV-1219,2025-09-10,V-008,EMP-001,EMP-014,7409.1,
INV-1597,2025-09-11,V-025,EMP-006,EMP-018,19822.62,
INV-1485,2025-09-12,V-022,EMP-009,EMP-021,8727.52,
INV-1325,2025-09-13,V-029,EMP-002,EMP-013,20105.0,
INV-1711,2025-09-13,V-RING3,EMP-014,EMP-021,15651.01,
INV-1173,2025-09-13,V-029,EMP-003,EMP-018,19996.61,
INV-1387,2025-09-16,V-031,EMP-000,EMP-013,22693.8,
INV-1054,2025-09-16,V-013,EMP-021,EMP-018,20491.97,
INV-1496,2025-09-16,V-014,EMP-002,EMP-017,368.02,
INV-1091,2025-09-16,V-020,EMP-024,EMP-019,14761.76,
INV-1393,2025-09-16,V-023,EMP-017,EMP-003,1903.73,
INV-1177,2025-09-17,V-004,EMP-008,EMP-018,8256.02,
INV-1360,2025-09-18,V-019,EMP-005,EMP-017,19079.66,
INV-1396,2025-09-18,V-023,EMP-024,EMP-017,4897.53,
INV-1400,2025-09-18,V-019,EMP-018,EMP-017,12249.46,
INV-1040,2025-09-18,V-030,EMP-016,EMP-017,1506.58,
INV-1072,2025-09-19,V-027,EMP-011,EMP-010,10557.99,
INV-1524,2025-09-20,V-011,EMP-013,EMP-021,13434.09,
INV-1398,2025-09-21,V-021,EMP-015,EMP-019,3702.23,
INV-1589,2025-09-21,V-018,EMP-018,EMP-017,22864.68,
INV-1381,2025-09-21,V-022,EMP-012,EMP-017,18291.86,
INV-1128,2025-09-22,V-021,EMP-008,EMP-021,13405.62,
INV-1370,2025-09-23,V-020,EMP-022,EMP-003,8402.65,
INV-1449,2025-09-24,V-032,EMP-006,EMP-017,4074.21,
INV-1635,2025-09-25,V-000,EMP-005,EMP-019,22879.44,
INV-1501,2025-09-26,V-027,EMP-005,EMP-013,22045.46,
INV-1421,2025-09-29,V-015,EMP-007,EMP-014,16125.54,
INV-1660,2025-09-29,V-GH2,EMP-007,EMP-011,8381.91,"single-source, no PO backup on file"
INV-1352,2025-09-29,V-028,EMP-024,EMP-013,13838.03,
INV-1132,2025-09-29,V-015,EMP-009,EMP-010,11437.26,
INV-1118,2025-09-30,V-007,EMP-018,EMP-019,1129.5,
INV-1498,2025-09-30,V-030,EMP-021,EMP-003,525.2,
INV-1017,2025-09-30,V-005,EMP-023,EMP-019,19612.15,
INV-1484,2025-10-01,V-020,EMP-024,EMP-021,9228.78,
INV-1104,2025-10-01,V-010,EMP-014,EMP-017,23540.22,
INV-1596,2025-10-01,V-029,EMP-020,EMP-010,20425.03,
INV-1069,2025-10-02,V-017,EMP-011,EMP-018,16356.51,
INV-1572,2025-10-03,V-024,EMP-013,EMP-017,11757.08,
INV-1122,2025-10-03,V-011,EMP-023,EMP-021,14839.51,
INV-1232,2025-10-04,V-000,EMP-008,EMP-017,23702.53,
INV-1033,2025-10-04,V-028,EMP-017,EMP-014,1356.53,
INV-1019,2025-10-04,V-016,EMP-016,EMP-018,23150.06,
INV-1095,2025-10-04,V-018,EMP-007,EMP-021,8159.96,
INV-1305,2025-10-04,V-004,EMP-009,EMP-013,12258.4,
INV-1655,2025-10-05,V-GH1,EMP-007,EMP-011,8241.84,"single-source, no PO backup on file"
INV-1493,2025-10-05,V-010,EMP-004,EMP-019,4539.54,
INV-1153,2025-10-06,V-016,EMP-020,EMP-003,10289.56,
INV-1715,2025-10-06,V-RING3,EMP-014,EMP-021,15353.58,
INV-1431,2025-10-06,V-021,EMP-009,EMP-019,23740.02,
INV-1101,2025-10-07,V-024,EMP-013,EMP-010,17978.25,
INV-1539,2025-10-07,V-023,EMP-003,EMP-010,4915.23,
INV-1652,2025-10-07,V-GH1,EMP-007,EMP-011,9481.81,"single-source, no PO backup on file"
INV-1448,2025-10-08,V-004,EMP-018,EMP-014,1622.93,
INV-1598,2025-10-08,V-017,EMP-010,EMP-019,6913.69,
INV-1322,2025-10-08,V-001,EMP-008,EMP-003,20063.87,
INV-1490,2025-10-09,V-024,EMP-018,EMP-019,6010.66,
INV-1371,2025-10-10,V-018,EMP-002,EMP-021,4831.8,
INV-1367,2025-10-10,V-029,EMP-021,EMP-010,8366.68,
INV-1506,2025-10-10,V-002,EMP-002,EMP-018,9195.45,
INV-1488,2025-10-11,V-014,EMP-023,EMP-017,536.84,
INV-1648,2025-10-11,V-029,EMP-009,EMP-021,7956.13,
INV-1022,2025-10-11,V-014,EMP-002,EMP-010,651.67,
INV-1525,2025-10-11,V-026,EMP-003,EMP-014,2287.41,
INV-1052,2025-10-11,V-008,EMP-008,EMP-013,21369.65,
INV-1037,2025-10-12,V-018,EMP-013,EMP-018,22982.03,
INV-1090,2025-10-14,V-029,EMP-004,EMP-019,16071.73,
INV-1250,2025-10-15,V-008,EMP-017,EMP-014,14137.19,
INV-1047,2025-10-16,V-004,EMP-000,EMP-019,14964.65,
INV-1374,2025-10-16,V-009,EMP-005,EMP-010,20244.34,
INV-1649,2025-10-16,V-029,EMP-000,EMP-010,4936.01,
INV-1283,2025-10-16,V-004,EMP-005,EMP-019,11215.28,
INV-1508,2025-10-17,V-031,EMP-013,EMP-018,18857.38,
INV-1042,2025-10-19,V-015,EMP-012,EMP-013,22607.07,
INV-1623,2025-10-19,V-023,EMP-010,EMP-013,9376.09,
INV-1125,2025-10-19,V-017,EMP-014,EMP-017,18048.86,
INV-1026,2025-10-20,V-013,EMP-017,EMP-013,17401.96,
INV-1706,2025-10-21,V-RING2,EMP-014,EMP-021,7023.81,
INV-1365,2025-10-22,V-033,EMP-013,EMP-019,9914.99,
INV-1085,2025-10-22,V-004,EMP-014,EMP-021,21284.37,
INV-1571,2025-10-22,V-032,EMP-012,EMP-018,14374.76,
INV-1099,2025-10-22,V-026,EMP-012,EMP-014,20583.06,
INV-1159,2025-10-22,V-001,EMP-002,EMP-003,23091.58,
INV-1592,2025-10-23,V-020,EMP-007,EMP-018,11823.59,
INV-1143,2025-10-23,V-007,EMP-002,EMP-018,11878.16,
INV-1454,2025-10-24,V-025,EMP-008,EMP-014,17937.44,
INV-1373,2025-10-25,V-032,EMP-020,EMP-017,14264.63,
INV-1059,2025-10-26,V-009,EMP-017,EMP-014,20055.09,
INV-1450,2025-10-26,V-028,EMP-003,EMP-018,5048.83,
INV-1039,2025-10-27,V-034,EMP-001,EMP-010,1513.39,
INV-1178,2025-10-28,V-017,EMP-000,EMP-021,17466.32,
INV-1420,2025-10-28,V-017,EMP-004,EMP-013,14833.9,
INV-1616,2025-10-29,V-005,EMP-003,EMP-013,18095.83,
INV-1650,2025-10-30,V-019,EMP-023,EMP-003,11214.65,
INV-1607,2025-10-31,V-000,EMP-006,EMP-019,2008.84,
INV-1123,2025-10-31,V-030,EMP-014,EMP-021,19843.77,
INV-1155,2025-11-01,V-004,EMP-001,EMP-017,19054.19,
INV-1231,2025-11-02,V-021,EMP-024,EMP-017,18959.15,
INV-1228,2025-11-02,V-005,EMP-021,EMP-013,15454.65,
INV-1071,2025-11-02,V-011,EMP-018,EMP-017,1062.43,
INV-1587,2025-11-02,V-003,EMP-018,EMP-017,12844.9,
INV-1157,2025-11-03,V-025,EMP-008,EMP-019,10590.55,
INV-1252,2025-11-04,V-027,EMP-023,EMP-014,23246.31,
INV-1618,2025-11-04,V-015,EMP-008,EMP-013,6068.78,
INV-1243,2025-11-06,V-020,EMP-012,EMP-021,10971.11,
INV-1444,2025-11-07,V-030,EMP-004,EMP-019,17983.48,
INV-1170,2025-11-08,V-031,EMP-003,EMP-014,23359.55,
INV-1585,2025-11-09,V-013,EMP-023,EMP-010,20686.01,
INV-1566,2025-11-09,V-033,EMP-020,EMP-010,14387.75,
INV-1516,2025-11-11,V-014,EMP-002,EMP-010,14583.27,
INV-1568,2025-11-11,V-011,EMP-021,EMP-018,19244.63,
INV-1223,2025-11-12,V-026,EMP-020,EMP-013,20033.58,
INV-1263,2025-11-13,V-005,EMP-001,EMP-017,3904.23,
INV-1306,2025-11-13,V-033,EMP-001,EMP-010,21051.97,
INV-1519,2025-11-13,V-027,EMP-005,EMP-018,2193.8,
INV-1147,2025-11-14,V-019,EMP-018,EMP-003,7433.32,
INV-1710,2025-11-14,V-RING3,EMP-014,EMP-021,4623.69,
INV-1216,2025-11-14,V-006,EMP-021,EMP-013,11394.72,
INV-1256,2025-11-15,V-014,EMP-013,EMP-019,13529.03,
INV-1284,2025-11-16,V-028,EMP-021,EMP-010,15485.36,
INV-1394,2025-11-16,V-028,EMP-024,EMP-021,19833.67,
INV-1626,2025-11-18,V-002,EMP-001,EMP-018,12232.66,
INV-1495,2025-11-19,V-003,EMP-024,EMP-014,9985.55,
INV-1542,2025-11-21,V-004,EMP-013,EMP-018,12058.38,
INV-1217,2025-11-22,V-020,EMP-019,EMP-013,15596.51,
INV-1204,2025-11-22,V-014,EMP-019,EMP-018,8552.85,
INV-1195,2025-11-23,V-015,EMP-015,EMP-017,5687.69,
INV-1347,2025-11-23,V-027,EMP-008,EMP-014,1939.73,
INV-1324,2025-11-24,V-019,EMP-003,EMP-014,5836.78,
INV-1375,2025-11-25,V-002,EMP-000,EMP-013,1234.26,
INV-1491,2025-11-25,V-021,EMP-008,EMP-019,23201.22,
INV-1714,2025-11-26,V-RING3,EMP-014,EMP-021,11546.23,
INV-1349,2025-11-27,V-028,EMP-001,EMP-017,1753.52,
INV-1206,2025-11-27,V-008,EMP-020,EMP-013,21696.18,
INV-1700,2025-11-27,V-RING2,EMP-021,EMP-014,16353.13,
INV-1119,2025-11-28,V-027,EMP-021,EMP-017,1794.62,
INV-1337,2025-11-28,V-032,EMP-012,EMP-019,6191.53,
INV-1548,2025-11-28,V-015,EMP-021,EMP-018,8616.96,
INV-1604,2025-11-29,V-016,EMP-002,EMP-010,15998.54,
INV-1630,2025-11-29,V-034,EMP-010,EMP-003,14136.53,
INV-1534,2025-11-30,V-024,EMP-010,EMP-003,8133.46,
INV-1110,2025-11-30,V-014,EMP-020,EMP-013,18782.41,
INV-1050,2025-12-01,V-028,EMP-017,EMP-018,7365.03,
INV-1505,2025-12-01,V-019,EMP-021,EMP-019,20371.63,
INV-1389,2025-12-01,V-003,EMP-009,EMP-019,14400.82,
INV-1282,2025-12-02,V-016,EMP-006,EMP-017,14517.22,
INV-1244,2025-12-02,V-027,EMP-003,EMP-019,16887.44,
INV-1002,2025-12-02,V-013,EMP-018,EMP-010,7655.07,
INV-1658,2025-12-03,V-GH2,EMP-007,EMP-011,8202.56,"single-source, no PO backup on file"
INV-1331,2025-12-03,V-001,EMP-011,EMP-013,8373.54,
INV-1723,2025-12-03,V-RING4,EMP-014,EMP-021,5802.42,
INV-1297,2025-12-03,V-024,EMP-009,EMP-021,17411.05,
INV-1201,2025-12-04,V-018,EMP-022,EMP-021,673.26,
INV-1205,2025-12-04,V-012,EMP-019,EMP-017,16314.68,
INV-1619,2025-12-04,V-018,EMP-024,EMP-014,20372.23,
INV-1067,2025-12-04,V-022,EMP-009,EMP-003,5466.73,
INV-1470,2025-12-05,V-020,EMP-007,EMP-021,21048.76,
INV-1264,2025-12-05,V-003,EMP-021,EMP-014,6639.65,
INV-1082,2025-12-06,V-010,EMP-021,EMP-014,6918.31,
INV-1409,2025-12-06,V-008,EMP-016,EMP-003,13527.15,
INV-1251,2025-12-07,V-021,EMP-021,EMP-014,9947.79,
INV-1497,2025-12-08,V-029,EMP-011,EMP-014,14885.37,
INV-1633,2025-12-08,V-029,EMP-019,EMP-021,1462.43,
INV-1358,2025-12-08,V-005,EMP-021,EMP-019,23679.81,
INV-1061,2025-12-08,V-002,EMP-011,EMP-003,16417.29,
INV-1271,2025-12-09,V-034,EMP-022,EMP-003,12081.26,
INV-1020,2025-12-10,V-012,EMP-022,EMP-021,9665.97,
INV-1469,2025-12-11,V-014,EMP-023,EMP-010,13922.77,
INV-1029,2025-12-11,V-026,EMP-014,EMP-019,17538.46,
INV-1214,2025-12-11,V-000,EMP-008,EMP-013,10996.65,
INV-1041,2025-12-12,V-005,EMP-005,EMP-013,14341.59,
INV-1212,2025-12-12,V-004,EMP-004,EMP-003,20664.35,
INV-1612,2025-12-13,V-024,EMP-024,EMP-017,15451.59,
INV-1411,2025-12-13,V-029,EMP-017,EMP-003,13178.62,
INV-1405,2025-12-15,V-033,EMP-020,EMP-018,3674.45,
INV-1510,2025-12-17,V-030,EMP-008,EMP-014,22191.2,
INV-1333,2025-12-17,V-034,EMP-010,EMP-019,15480.68,
INV-1117,2025-12-17,V-015,EMP-003,EMP-018,18573.67,
INV-1301,2025-12-17,V-008,EMP-021,EMP-018,19920.67,
INV-1690,2025-12-18,V-RING1,EMP-014,EMP-021,6837.08,
INV-1202,2025-12-18,V-025,EMP-008,EMP-014,13647.41,
INV-1150,2025-12-19,V-004,EMP-005,EMP-014,9893.14,
INV-1058,2025-12-20,V-000,EMP-003,EMP-014,22689.46,
INV-1116,2025-12-20,V-024,EMP-012,EMP-003,1962.52,
INV-1135,2025-12-20,V-012,EMP-010,EMP-014,17867.71,
INV-1545,2025-12-21,V-025,EMP-017,EMP-010,22175.37,
INV-1541,2025-12-21,V-013,EMP-014,EMP-019,7098.25,
INV-1509,2025-12-21,V-006,EMP-016,EMP-014,5629.93,
INV-1535,2025-12-22,V-008,EMP-009,EMP-010,14536.59,
INV-1096,2025-12-22,V-005,EMP-004,EMP-017,5665.59,
INV-1656,2025-12-22,V-GH2,EMP-007,EMP-011,9312.9,"single-source, no PO backup on file"
INV-1088,2025-12-23,V-027,EMP-007,EMP-017,19328.02,
INV-1608,2025-12-23,V-014,EMP-016,EMP-019,371.49,
INV-1221,2025-12-23,V-024,EMP-014,EMP-003,16141.1,
INV-1419,2025-12-23,V-013,EMP-006,EMP-021,22402.62,
INV-1691,2025-12-23,V-RING1,EMP-021,EMP-014,18874.96,
INV-1500,2025-12-24,V-034,EMP-009,EMP-014,12127.85,
INV-1605,2025-12-25,V-010,EMP-001,EMP-018,15070.66,
INV-1634,2025-12-26,V-011,EMP-003,EMP-014,17033.43,
INV-1441,2025-12-27,V-025,EMP-021,EMP-010,22166.08,
INV-1562,2025-12-27,V-028,EMP-018,EMP-003,9423.73,
INV-1182,2025-12-28,V-026,EMP-001,EMP-010,17911.22,
INV-1151,2025-12-28,V-030,EMP-009,EMP-014,5670.71,
INV-1293,2025-12-29,V-005,EMP-016,EMP-017,1083.54,
INV-1023,2025-12-29,V-014,EMP-018,EMP-013,321.5,
INV-1073,2025-12-29,V-007,EMP-012,EMP-003,6225.13,
INV-1299,2025-12-29,V-022,EMP-009,EMP-018,3225.5,
INV-1591,2025-12-31,V-008,EMP-022,EMP-017,6104.8,
INV-1512,2025-12-31,V-020,EMP-000,EMP-003,14150.81,
