transaction_id,vendor_id,vendor_name,department,invoice_number,amount,posting_datetime,approved_by,is_planted_anomaly,anomaly_type
T105503,V1069,"Riggs, Roman and Rice",IT,INV-60997,158992.04,2025-04-02 16:58:00,Amanda K.,False,
T102684,V1094,"Lee, Williams and Graham",HR,INV-59005,22297.31,2025-04-02 17:20:00,Christopher A.,False,
T101756,V1001,Rhodes PLC,Operations,INV-36467,78336.62,2025-04-02 19:29:00,Becky S.,False,
T104295,V1121,Daniels-Perry,HR,INV-53117,72842.82,2025-04-03 08:01:00,Patty P.,False,
T105451,V1112,Grant Inc,HR,INV-55783,33339.31,2025-04-03 08:14:00,Victoria K.,False,
T105015,V1070,"Evans, Alvarado and Mcmillan",Procurement,INV-11209,18290.96,2025-04-03 09:26:00,Cory C.,False,
T105606,V1033,Koch-Decker,Marketing,INV-89116,40332.77,2025-04-03 09:57:00,Amber F.,False,
T103126,V1086,Garrison and Sons,IT,INV-12758,17749.32,2025-04-03 10:41:00,Mikayla H.,False,
T104483,V1127,Price Ltd,Procurement,INV-37060,85240.48,2025-04-03 11:28:00,Timothy H.,False,
T103682,V1034,Allen PLC,Marketing,INV-12033,176978.01,2025-04-03 11:56:00,Jennifer G.,False,
T102551,V1113,Contreras-Travis,HR,INV-17667,32513.99,2025-04-03 12:01:00,Brian D.,False,
T100472,V1052,Martin Group,IT,INV-73736,56030.92,2025-04-03 12:13:00,Jennifer J.,False,
T103332,V1121,Daniels-Perry,Procurement,INV-33419,73759.78,2025-04-03 12:19:00,Jasmine N.,False,
T105765,V1088,Johnson and Sons,Facilities,INV-59840,32542.3,2025-04-03 12:53:00,Christine J.,False,
T105977,V1001,Rhodes PLC,Marketing,INV-20162,146402.32,2025-04-03 13:23:00,Ryan E.,False,
T102015,V1050,Ramos PLC,Marketing,INV-90222,59225.18,2025-04-03 13:45:00,Diane F.,False,
T104356,V1055,Horton-Cross,HR,INV-74877,50058.14,2025-04-03 14:01:00,Joyce S.,False,
T103060,V1086,Garrison and Sons,Legal,INV-87489,14933.88,2025-04-03 16:12:00,Eric E.,False,
T105643,V1043,"Young, Caldwell and Lewis",Procurement,INV-90938,68917.9,2025-04-03 17:02:00,Julie R.,False,
T101925,V1050,Ramos PLC,Operations,INV-14337,80556.15,2025-04-03 17:51:00,Edwin B.,False,
T104373,V1053,Barrera-Martin,Facilities,INV-55252,18529.17,2025-04-04 08:34:00,Christine S.,False,
T103004,V1012,Delacruz Group,IT,INV-71428,24538.48,2025-04-04 09:28:00,William J.,False,
T103882,V1134,"Williams, Crane and Walker",Procurement,INV-34334,63053.94,2025-04-04 10:46:00,George R.,False,
T105707,V1052,Martin Group,Operations,INV-79222,55498.36,2025-04-04 11:22:00,Christopher D.,False,
T104108,V1126,Freeman LLC,Legal,INV-24249,27752.54,2025-04-04 12:12:00,Ronald G.,False,
T102548,V1069,"Riggs, Roman and Rice",Legal,INV-21747,88755.87,2025-04-04 12:16:00,Edward A.,False,
T100519,V1045,Davis Group,Facilities,INV-18270,16288.16,2025-04-04 12:51:00,David S.,False,
T101416,V1086,Garrison and Sons,HR,INV-76952,6885.46,2025-04-04 13:39:00,Brandon W.,False,
T105152,V1034,Allen PLC,Marketing,INV-79248,145324.0,2025-04-04 13:40:00,Samantha W.,False,
T103071,V1116,Larsen LLC,Procurement,INV-16832,27630.82,2025-04-04 14:02:00,Teresa R.,False,
T101224,V1076,Martin-Ramos,Marketing,INV-62461,25598.83,2025-04-04 14:07:00,Jennifer W.,False,
T106068,V1025,James-Ferrell,IT,INV-84172,10000.0,2025-04-04 14:28:00,Courtney G.,True,round_dollar
T102864,V1011,Stanley LLC,Procurement,INV-69069,48922.27,2025-04-04 14:32:00,Garrett E.,False,
T105558,V1035,Dennis Inc,Procurement,INV-47212,40998.67,2025-04-04 14:43:00,Monica H.,False,
T101855,V1050,Ramos PLC,HR,INV-53296,58315.23,2025-04-04 14:44:00,Jonathan C.,False,
T103695,V1055,Horton-Cross,Legal,INV-87274,71586.93,2025-04-04 14:46:00,Cynthia R.,False,
T105782,V1034,Allen PLC,HR,INV-15920,52699.14,2025-04-04 15:18:00,Meredith W.,False,
T105956,V1088,Johnson and Sons,IT,INV-46562,135437.42,2025-04-04 16:00:00,April S.,False,
T104226,V1009,"Martinez, Nielsen and Miller",Facilities,INV-93182,13839.82,2025-04-04 17:00:00,Peggy G.,False,
T100182,V1107,Riggs PLC,IT,INV-59689,28542.1,2025-04-04 17:03:00,Michelle O.,False,
T104083,V1033,Koch-Decker,HR,INV-42124,54415.83,2025-04-04 17:44:00,Stacey H.,False,
T101487,V1055,Horton-Cross,HR,INV-34925,55873.3,2025-04-04 17:47:00,Barry D.,False,
T106071,V1097,Alvarado-Martinez,IT,INV-95809,12000.0,2025-04-04 17:58:00,Sonia B.,True,round_dollar
T104827,V1069,"Riggs, Roman and Rice",HR,INV-75136,90843.46,2025-04-04 18:56:00,Logan T.,False,
T106058,V1132,Murphy-Juarez,Operations,INV-14458,106.92,2025-04-05 01:46:00,Michael M.,True,weekend_after_hours
T106052,V1082,Hancock and Sons,Marketing,INV-92656,513.59,2025-04-05 02:20:00,Kathryn S.,True,weekend_after_hours
T106045,V1129,"Ferguson, Meadows and Vargas",IT,INV-37962,4996.73,2025-04-05 23:04:00,Gerald T.,True,weekend_after_hours
T100452,V1112,Grant Inc,Operations,INV-72341,46121.7,2025-04-07 07:20:00,Dennis B.,False,
T101263,V1076,Martin-Ramos,Legal,INV-61497,20827.28,2025-04-07 08:07:00,Robert A.,False,
T100731,V1051,"Kidd, Huff and Novak",Legal,INV-87015,34680.49,2025-04-07 08:51:00,Joshua H.,False,
T104833,V1115,"Griffin, Moore and Hensley",IT,INV-74887,34170.02,2025-04-07 08:51:00,Daniel H.,False,
T102161,V1035,Dennis Inc,Operations,INV-90403,14818.46,2025-04-07 09:50:00,Daniel B.,False,
T101195,V1080,Fleming Ltd,Legal,INV-62873,68734.71,2025-04-07 11:10:00,Brian H.,False,
T104372,V1069,"Riggs, Roman and Rice",Operations,INV-75300,64917.73,2025-04-07 11:40:00,Kayla H.,False,
T102714,V1011,Stanley LLC,Legal,INV-64747,178618.58,2025-04-07 12:27:00,Danielle F.,False,
T105110,V1033,Koch-Decker,Operations,INV-41183,75401.22,2025-04-07 12:31:00,Nancy K.,False,
T102909,V1035,Dennis Inc,Procurement,INV-85083,24692.51,2025-04-07 12:47:00,Stephanie M.,False,
T104388,V1007,Davis Inc,Marketing,INV-15451,35199.09,2025-04-07 12:50:00,Chris K.,False,
T102853,V1139,Oconnell Inc,Marketing,INV-31734,114486.65,2025-04-07 12:56:00,Misty W.,False,
T103941,V1113,Contreras-Travis,Facilities,INV-49575,44304.8,2025-04-07 13:02:00,Kaylee B.,False,
T105946,V1012,Delacruz Group,Marketing,INV-22181,52983.9,2025-04-07 13:23:00,Steven V.,False,
T103422,V1053,Barrera-Martin,Facilities,INV-87863,47923.03,2025-04-07 13:25:00,Amber T.,False,
T103403,V1069,"Riggs, Roman and Rice",Procurement,INV-54623,65655.65,2025-04-07 13:31:00,Brett H.,False,
T102196,V1053,Barrera-Martin,Procurement,INV-72347,35267.5,2025-04-07 13:54:00,Alexander J.,False,
T104788,V1050,Ramos PLC,Marketing,INV-72688,111730.62,2025-04-07 14:42:00,Anthony H.,False,
T101568,V1012,Delacruz Group,Procurement,INV-33908,48075.11,2025-04-07 14:54:00,Joseph M.,False,
T105258,V1035,Dennis Inc,HR,INV-18410,28922.95,2025-04-07 15:33:00,Jasmine S.,False,
T102336,V1003,"Johnson, Gonzalez and Santos",Facilities,INV-63546,7535.07,2025-04-07 17:26:00,Sean P.,False,
T101616,V1008,Munoz-Roman,HR,INV-75214,8353.36,2025-04-08 07:33:00,Melanie H.,False,
T104311,V1069,"Riggs, Roman and Rice",IT,INV-76338,102436.98,2025-04-08 08:37:00,Jose B.,False,
T103386,V1025,James-Ferrell,Legal,INV-58349,47202.15,2025-04-08 08:46:00,Bryan G.,False,
T100080,V1055,Horton-Cross,Facilities,INV-17665,35250.79,2025-04-08 09:18:00,Joseph T.,False,
T103853,V1043,"Young, Caldwell and Lewis",IT,INV-33462,47001.04,2025-04-08 09:24:00,Emily D.,False,
T101187,V1043,"Young, Caldwell and Lewis",HR,INV-10540,70708.53,2025-04-08 10:01:00,Lisa W.,False,
T105379,V1113,Contreras-Travis,Operations,INV-51116,41247.15,2025-04-08 10:51:00,Reginald H.,False,
T102673,V1118,Nelson LLC,Operations,INV-59570,23013.82,2025-04-08 12:12:00,Virginia E.,False,
T101747,V1020,"Ellis, Baker and Wright",Marketing,INV-62171,8894.78,2025-04-08 12:18:00,Linda O.,False,
T101079,V1011,Stanley LLC,HR,INV-82628,53360.96,2025-04-08 12:26:00,Kerri S.,False,
T100624,V1054,Baker-Bowers,Marketing,INV-51116,5823.68,2025-04-08 13:01:00,Julie L.,False,
T104158,V1050,Ramos PLC,Procurement,INV-99647,108266.85,2025-04-08 14:48:00,Teresa G.,False,
T102913,V1076,Martin-Ramos,Marketing,INV-65535,24433.17,2025-04-08 14:54:00,Ashley M.,False,
T104185,V1091,Wilson LLC,Procurement,INV-76441,15181.28,2025-04-08 15:13:00,Alexander G.,False,
T101983,V1121,Daniels-Perry,Procurement,INV-35309,102677.36,2025-04-08 16:08:00,Lori L.,False,
T102423,V1121,Daniels-Perry,IT,INV-70742,34948.43,2025-04-08 17:05:00,Stacy N.,False,
T101622,V1112,Grant Inc,Procurement,INV-84843,63653.74,2025-04-09 07:06:00,Jeffrey F.,False,
T105809,V1067,Ibarra-Suarez,IT,INV-45861,21885.52,2025-04-09 07:44:00,Bryce G.,False,
T104818,V1115,"Griffin, Moore and Hensley",IT,INV-77852,41607.7,2025-04-09 07:52:00,Christopher P.,False,
T102591,V1112,Grant Inc,Legal,INV-90405,50067.17,2025-04-09 11:05:00,Heather G.,False,
T101324,V1050,Ramos PLC,Operations,INV-20793,102232.86,2025-04-09 11:20:00,Max M.,False,
T104328,V1050,Ramos PLC,Facilities,INV-77970,141329.16,2025-04-09 11:26:00,Stephen B.,False,
T104548,V1035,Dennis Inc,Legal,INV-35860,19214.21,2025-04-09 12:30:00,Matthew H.,False,
T101635,V1062,Donovan-Harris,HR,INV-42605,35272.03,2025-04-09 12:33:00,Douglas W.,False,
T103981,V1092,Johnson-Carlson,IT,INV-49741,40012.16,2025-04-09 12:36:00,Robert G.,False,
T101581,V1075,Smith and Sons,Legal,INV-42778,17999.78,2025-04-09 12:57:00,Elizabeth R.,False,
T101948,V1033,Koch-Decker,Procurement,INV-91185,122903.58,2025-04-09 13:02:00,David O.,False,
T105632,V1116,Larsen LLC,Operations,INV-35733,15922.54,2025-04-09 13:03:00,Melissa A.,False,
T100139,V1069,"Riggs, Roman and Rice",HR,INV-59695,56174.0,2025-04-09 13:26:00,Robin J.,False,
T103308,V1053,Barrera-Martin,HR,INV-61552,39597.98,2025-04-09 13:39:00,Craig H.,False,
T102779,V1067,Ibarra-Suarez,HR,INV-18280,23214.5,2025-04-09 13:43:00,Adam S.,False,
T103875,V1116,Larsen LLC,Legal,INV-75735,29746.9,2025-04-09 13:52:00,Heather S.,False,
T102603,V1094,"Lee, Williams and Graham",HR,INV-13030,37548.24,2025-04-09 13:54:00,Jane S.,False,
T104032,V1052,Martin Group,Facilities,INV-70000,72193.66,2025-04-09 14:54:00,Joshua O.,False,
T100225,V1043,"Young, Caldwell and Lewis",HR,INV-73464,157023.82,2025-04-09 15:13:00,Martha G.,False,
T104531,V1088,Johnson and Sons,IT,INV-44953,20286.62,2025-04-09 15:31:00,Rebecca H.,False,
T100473,V1086,Garrison and Sons,Facilities,INV-30308,21289.19,2025-04-09 16:14:00,Scott W.,False,
T105005,V1087,Bailey-Hoover,Procurement,INV-16411,3178.42,2025-04-09 17:22:00,Nancy A.,False,
T103084,V1087,Bailey-Hoover,Marketing,INV-22928,5617.2,2025-04-09 17:45:00,Michael R.,False,
T104517,V1011,Stanley LLC,IT,INV-78214,64086.51,2025-04-09 18:32:00,Joshua L.,False,
T104113,V1127,Price Ltd,Marketing,INV-32515,18452.02,2025-04-09 19:49:00,Daniel S.,False,
T102613,V1001,Rhodes PLC,Procurement,INV-84949,99542.82,2025-04-10 07:21:00,Patrick M.,False,
T103589,V1069,"Riggs, Roman and Rice",Marketing,INV-17592,119200.29,2025-04-10 07:21:00,Diane R.,False,
T104095,V1073,"Walters, Baker and Freeman",Legal,INV-93221,33010.73,2025-04-10 07:37:00,Jamie R.,False,
T102151,V1112,Grant Inc,HR,INV-34018,51787.56,2025-04-10 07:49:00,James T.,False,
T102761,V1070,"Evans, Alvarado and Mcmillan",Procurement,INV-11407,19552.31,2025-04-10 10:25:00,Andrew W.,False,
T105968,V1134,"Williams, Crane and Walker",Marketing,INV-81858,87419.55,2025-04-10 10:27:00,Renee Y.,False,
T100152,V1139,Oconnell Inc,HR,INV-60328,73022.94,2025-04-10 10:45:00,Amanda F.,False,
T103669,V1113,Contreras-Travis,Operations,INV-48412,11402.83,2025-04-10 10:53:00,Michelle O.,False,
T103455,V1070,"Evans, Alvarado and Mcmillan",Marketing,INV-93720,30286.38,2025-04-10 10:58:00,Derrick P.,False,
T104243,V1116,Larsen LLC,Legal,INV-99204,38558.05,2025-04-10 11:09:00,Wendy L.,False,
T103210,V1104,Campbell Ltd,Legal,INV-61202,89814.44,2025-04-10 12:20:00,William C.,False,
T105063,V1112,Grant Inc,Legal,INV-92781,53288.47,2025-04-10 12:30:00,Wendy R.,False,
T103321,V1011,Stanley LLC,Legal,INV-42145,51971.22,2025-04-10 12:34:00,Erin K.,False,
T102662,V1127,Price Ltd,Operations,INV-57174,73701.43,2025-04-10 12:40:00,Jasmine W.,False,
T103855,V1070,"Evans, Alvarado and Mcmillan",Operations,INV-50683,23477.02,2025-04-10 13:00:00,Patrick C.,False,
T105410,V1050,Ramos PLC,Facilities,INV-69489,59153.43,2025-04-10 13:12:00,Walter M.,False,
T102118,V1104,Campbell Ltd,IT,INV-89058,156952.48,2025-04-10 13:31:00,Glenda B.,False,
T104616,V1055,Horton-Cross,Legal,INV-76077,46516.58,2025-04-10 13:33:00,Brian B.,False,
T105658,V1118,Nelson LLC,Legal,INV-58067,73895.19,2025-04-10 13:44:00,Ian W.,False,
T104261,V1081,"Henson, Russell and Oliver",Legal,INV-55928,4842.91,2025-04-10 14:15:00,William W.,False,
T104942,V1086,Garrison and Sons,Legal,INV-29876,13308.57,2025-04-10 14:26:00,James G.,False,
T102038,V1070,"Evans, Alvarado and Mcmillan",IT,INV-45349,19353.08,2025-04-10 14:40:00,Ashley R.,False,
T102021,V1055,Horton-Cross,Legal,INV-29558,48228.28,2025-04-10 15:07:00,John G.,False,
T105283,V1053,Barrera-Martin,Operations,INV-43779,48338.84,2025-04-10 15:53:00,Matthew W.,False,
T103475,V1043,"Young, Caldwell and Lewis",Operations,INV-20579,98458.17,2025-04-11 09:27:00,Gary H.,False,
T105891,V1001,Rhodes PLC,Procurement,INV-24601,62804.88,2025-04-11 09:54:00,Brandon J.,False,
T105873,V1074,Davis Group,Procurement,INV-32660,44972.98,2025-04-11 09:55:00,Karen G.,False,
T103368,V1092,Johnson-Carlson,Legal,INV-74740,8934.33,2025-04-11 11:03:00,Melanie J.,False,
T102834,V1069,"Riggs, Roman and Rice",Facilities,INV-10547,82551.22,2025-04-11 12:09:00,Nicole M.,False,
T100134,V1011,Stanley LLC,Marketing,INV-19171,76795.86,2025-04-11 12:23:00,Nicholas C.,False,
T102702,V1033,Koch-Decker,IT,INV-42771,70108.75,2025-04-11 12:43:00,Matthew F.,False,
T103548,V1011,Stanley LLC,Marketing,INV-67345,101770.57,2025-04-11 13:16:00,Veronica A.,False,
T104659,V1069,"Riggs, Roman and Rice",IT,INV-61463,94634.09,2025-04-11 13:20:00,Stephen S.,False,
T105160,V1091,Wilson LLC,Facilities,INV-52561,22723.0,2025-04-11 13:56:00,Julie R.,False,
T102116,V1112,Grant Inc,Procurement,INV-80570,59750.56,2025-04-11 14:01:00,Jessica M.,False,
T101512,V1069,"Riggs, Roman and Rice",Legal,INV-29601,116972.77,2025-04-11 14:09:00,William M.,False,
T105187,V1050,Ramos PLC,Facilities,INV-35905,58218.46,2025-04-11 14:52:00,Thomas R.,False,
T105203,V1043,"Young, Caldwell and Lewis",IT,INV-59220,153718.25,2025-04-11 15:25:00,Candice W.,False,
T104778,V1139,Oconnell Inc,HR,INV-81554,193465.99,2025-04-11 16:28:00,Scott D.,False,
T104216,V1118,Nelson LLC,Facilities,INV-77467,34551.06,2025-04-11 17:08:00,Sarah A.,False,
T104252,V1112,Grant Inc,Procurement,INV-62543,53977.44,2025-04-14 07:17:00,Michael J.,False,
T102039,V1104,Campbell Ltd,Facilities,INV-14206,215865.38,2025-04-14 07:21:00,Chris N.,False,
T101736,V1001,Rhodes PLC,Facilities,INV-18668,123099.16,2025-04-14 07:48:00,Timothy M.,False,
T102740,V1118,Nelson LLC,HR,INV-99762,80079.75,2025-04-14 09:32:00,Derrick C.,False,
T100913,V1116,Larsen LLC,Facilities,INV-95196,40947.37,2025-04-14 09:44:00,Mark S.,False,
T104695,V1055,Horton-Cross,IT,INV-13199,33355.58,2025-04-14 10:51:00,Allison T.,False,
T101048,V1053,Barrera-Martin,Facilities,INV-54663,60668.08,2025-04-14 10:51:00,Brenda S.,False,
T100520,V1120,Mccarthy Inc,Legal,INV-36144,34185.92,2025-04-14 11:02:00,Miranda G.,False,
T100641,V1126,Freeman LLC,Operations,INV-45537,17564.13,2025-04-14 11:52:00,Benjamin D.,False,
T103086,V1091,Wilson LLC,HR,INV-30142,13127.09,2025-04-14 12:34:00,Joy F.,False,
T103409,V1050,Ramos PLC,Marketing,INV-34635,74755.91,2025-04-14 12:49:00,Craig C.,False,
T101459,V1043,"Young, Caldwell and Lewis",HR,INV-77915,94809.24,2025-04-14 12:54:00,Kimberly C.,False,
T101767,V1134,"Williams, Crane and Walker",Operations,INV-43175,53181.67,2025-04-14 13:00:00,Christopher B.,False,
T101000,V1007,Davis Inc,Legal,INV-86638,29839.45,2025-04-14 13:08:00,Eric B.,False,
T103829,V1050,Ramos PLC,Operations,INV-29978,64529.78,2025-04-14 14:04:00,Justin L.,False,
T105019,V1104,Campbell Ltd,Facilities,INV-53583,124647.01,2025-04-14 14:13:00,Justin W.,False,
T104308,V1073,"Walters, Baker and Freeman",Legal,INV-73627,14520.43,2025-04-14 14:16:00,Peggy P.,False,
T105130,V1091,Wilson LLC,HR,INV-29125,14083.43,2025-04-14 14:54:00,Christopher F.,False,
T102777,V1121,Daniels-Perry,Facilities,INV-59105,18919.69,2025-04-14 14:59:00,Jennifer B.,False,
T105522,V1033,Koch-Decker,Facilities,INV-32742,57892.72,2025-04-14 15:06:00,Donald M.,False,
T104077,V1096,Jones-Beck,HR,INV-14304,2189.59,2025-04-14 15:23:00,Joshua A.,False,
T104658,V1073,"Walters, Baker and Freeman",Operations,INV-43590,30006.61,2025-04-14 16:48:00,Donald K.,False,
T102218,V1115,"Griffin, Moore and Hensley",HR,INV-75260,36471.68,2025-04-14 17:18:00,Calvin R.,False,
T101421,V1078,"Johnson, Wood and Tran",Legal,INV-76107,925.88,2025-04-14 17:33:00,Craig M.,False,
T101824,V1051,"Kidd, Huff and Novak",Procurement,INV-68166,27845.86,2025-04-14 18:58:00,Joshua W.,False,
T105969,V1011,Stanley LLC,Operations,INV-28458,186791.72,2025-04-14 19:18:00,Tracy W.,False,
T102563,V1001,Rhodes PLC,Facilities,INV-58929,88362.66,2025-04-15 07:50:00,Robert G.,False,
T100274,V1034,Allen PLC,Operations,INV-27172,87289.15,2025-04-15 08:17:00,Gloria W.,False,
T103121,V1120,Mccarthy Inc,HR,INV-61834,21425.11,2025-04-15 08:37:00,Tyler L.,False,
T102085,V1073,"Walters, Baker and Freeman",HR,INV-12974,30324.5,2025-04-15 09:33:00,Jody L.,False,
T104843,V1139,Oconnell Inc,HR,INV-84261,123354.44,2025-04-15 10:02:00,Micheal C.,False,
T104412,V1093,Graham-Joyce,Facilities,INV-84861,3304.71,2025-04-15 10:31:00,Ryan P.,False,
T104824,V1073,"Walters, Baker and Freeman",Marketing,INV-86251,35199.68,2025-04-15 11:51:00,Diana H.,False,
T103315,V1118,Nelson LLC,Procurement,INV-13360,40861.89,2025-04-15 12:05:00,Susan P.,False,
T104663,V1033,Koch-Decker,Procurement,INV-15460,189005.52,2025-04-15 12:11:00,William T.,False,
T100726,V1080,Fleming Ltd,HR,INV-20363,38470.51,2025-04-15 12:21:00,Sabrina J.,False,
T100584,V1055,Horton-Cross,Operations,INV-28830,101396.33,2025-04-15 12:21:00,William B.,False,
T105931,V1069,"Riggs, Roman and Rice",Operations,INV-95026,124563.83,2025-04-15 12:53:00,Nicole H.,False,
T100736,V1139,Oconnell Inc,Facilities,INV-82362,83153.72,2025-04-15 13:25:00,Patrick W.,False,
T102724,V1034,Allen PLC,Procurement,INV-80056,64436.88,2025-04-15 13:25:00,Nathaniel Q.,False,
T104921,V1043,"Young, Caldwell and Lewis",Facilities,INV-64499,18409.64,2025-04-15 13:29:00,Gary G.,False,
T101691,V1050,Ramos PLC,Operations,INV-43902,40472.78,2025-04-15 13:34:00,Briana V.,False,
T101291,V1003,"Johnson, Gonzalez and Santos",Operations,INV-14234,6482.87,2025-04-15 13:48:00,Nicole H.,False,
T102980,V1011,Stanley LLC,HR,INV-45310,33769.63,2025-04-15 14:04:00,Alicia A.,False,
T103814,V1011,Stanley LLC,Operations,INV-58660,36984.55,2025-04-15 14:51:00,Melanie B.,False,
T104421,V1121,Daniels-Perry,HR,INV-45732,21977.92,2025-04-15 14:56:00,Lucas R.,False,
T100090,V1011,Stanley LLC,HR,INV-51180,94894.77,2025-04-15 17:42:00,Emily V.,False,
T105048,V1051,"Kidd, Huff and Novak",Facilities,INV-57373,49148.5,2025-04-15 19:46:00,James K.,False,
T101829,V1094,"Lee, Williams and Graham",Procurement,INV-70210,13764.78,2025-04-16 07:46:00,Antonio R.,False,
T103615,V1007,Davis Inc,Facilities,INV-96497,32144.22,2025-04-16 08:24:00,Colleen V.,False,
T100361,V1070,"Evans, Alvarado and Mcmillan",Legal,INV-82641,19422.55,2025-04-16 09:04:00,Mary H.,False,
T104911,V1002,Johnson-Davis,Operations,INV-58169,29977.46,2025-04-16 10:04:00,Jessica J.,False,
T101489,V1118,Nelson LLC,Facilities,INV-42728,32565.09,2025-04-16 10:14:00,Sylvia W.,False,
T105896,V1112,Grant Inc,HR,INV-48465,165865.15,2025-04-16 10:15:00,Melinda H.,False,
T100990,V1069,"Riggs, Roman and Rice",Facilities,INV-65026,57187.49,2025-04-16 10:33:00,Heidi H.,False,
T101329,V1113,Contreras-Travis,Legal,INV-67047,19299.85,2025-04-16 10:34:00,Jeffrey P.,False,
T101840,V1112,Grant Inc,IT,INV-82006,54987.85,2025-04-16 10:34:00,Karen D.,False,
T101879,V1028,Chavez Ltd,IT,INV-49286,9445.95,2025-04-16 10:43:00,David Y.,False,
T102102,V1093,Graham-Joyce,HR,INV-14546,5717.65,2025-04-16 11:35:00,Christopher G.,False,
T100706,V1127,Price Ltd,Procurement,INV-87849,58473.88,2025-04-16 12:04:00,Dean D.,False,
T102176,V1104,Campbell Ltd,Facilities,INV-34219,85519.12,2025-04-16 12:37:00,Marcus J.,False,
T102335,V1051,"Kidd, Huff and Novak",Facilities,INV-47089,12264.7,2025-04-16 12:38:00,Mark D.,False,
T102737,V1067,Ibarra-Suarez,Legal,INV-36958,55053.42,2025-04-16 13:08:00,Joseph W.,False,
T102731,V1139,Oconnell Inc,IT,INV-96451,49870.86,2025-04-16 13:14:00,Kelly F.,False,
T102659,V1091,Wilson LLC,Facilities,INV-10881,36189.08,2025-04-16 13:25:00,Daryl C.,False,
T104074,V1086,Garrison and Sons,Facilities,INV-46479,16952.28,2025-04-16 16:14:00,David W.,False,
T105131,V1052,Martin Group,IT,INV-34641,70942.98,2025-04-16 17:24:00,David R.,False,
T101716,V1045,Davis Group,Facilities,INV-86156,15972.17,2025-04-16 17:41:00,Timothy R.,False,
T101141,V1138,Obrien Ltd,HR,INV-63674,1671.1,2025-04-16 19:17:00,Laura M.,False,
T104169,V1034,Allen PLC,Facilities,INV-23224,181851.41,2025-04-16 19:19:00,Michael W.,False,
T100362,V1134,"Williams, Crane and Walker",Facilities,INV-40539,70113.96,2025-04-17 07:37:00,Christopher L.,False,
T101865,V1052,Martin Group,HR,INV-87459,54310.92,2025-04-17 07:52:00,Kim G.,False,
T104733,V1126,Freeman LLC,Legal,INV-99192,101404.14,2025-04-17 08:11:00,Jodi N.,False,
T103404,V1050,Ramos PLC,Operations,INV-79159,78332.84,2025-04-17 08:52:00,Richard W.,False,
T104652,V1134,"Williams, Crane and Walker",Operations,INV-74417,43737.24,2025-04-17 10:14:00,Lisa H.,False,
T100733,V1115,"Griffin, Moore and Hensley",IT,INV-49739,13203.78,2025-04-17 10:55:00,Gregory S.,False,
T103989,V1033,Koch-Decker,Legal,INV-64306,44546.01,2025-04-17 11:01:00,Adam S.,False,
T102758,V1134,"Williams, Crane and Walker",Procurement,INV-70577,58722.84,2025-04-17 11:32:00,Kyle C.,False,
T101627,V1112,Grant Inc,Marketing,INV-20480,86089.54,2025-04-17 11:41:00,Deborah B.,False,
T105282,V1069,"Riggs, Roman and Rice",Legal,INV-56538,95172.38,2025-04-17 12:48:00,William S.,False,
T103792,V1053,Barrera-Martin,Marketing,INV-87779,36172.27,2025-04-17 12:55:00,Tammy K.,False,
T105555,V1007,Davis Inc,IT,INV-54555,52186.14,2025-04-17 13:00:00,Amanda B.,False,
T102687,V1069,"Riggs, Roman and Rice",Facilities,INV-69255,126245.91,2025-04-17 13:14:00,Tracy M.,False,
T103898,V1080,Fleming Ltd,HR,INV-76029,47138.79,2025-04-17 13:21:00,Frank B.,False,
T104123,V1001,Rhodes PLC,HR,INV-43545,25144.09,2025-04-17 13:42:00,Kyle M.,False,
T101211,V1033,Koch-Decker,Marketing,INV-53332,30978.13,2025-04-17 13:44:00,Ashley R.,False,
T100244,V1011,Stanley LLC,Facilities,INV-44687,78264.81,2025-04-17 14:40:00,Amber L.,False,
T102784,V1113,Contreras-Travis,Operations,INV-61781,31413.57,2025-04-17 14:59:00,Mary Z.,False,
T105648,V1135,"Williams, Johnson and Wright",Procurement,INV-96551,1079.01,2025-04-17 19:34:00,Colin C.,False,
T102935,V1055,Horton-Cross,Legal,INV-35644,119958.58,2025-04-18 07:13:00,Johnny C.,False,
T102858,V1053,Barrera-Martin,HR,INV-62162,38030.03,2025-04-18 07:59:00,Terry J.,False,
T102595,V1116,Larsen LLC,Facilities,INV-93681,53198.41,2025-04-18 09:00:00,Michael A.,False,
T103607,V1070,"Evans, Alvarado and Mcmillan",IT,INV-28607,38670.36,2025-04-18 09:07:00,Allen J.,False,
T103278,V1034,Allen PLC,HR,INV-85607,84163.71,2025-04-18 09:12:00,Aimee C.,False,
T103900,V1114,Salazar-Ball,Facilities,INV-71300,5222.67,2025-04-18 10:16:00,Shelby T.,False,
T102715,V1034,Allen PLC,Marketing,INV-83196,50141.78,2025-04-18 10:28:00,David W.,False,
T104000,V1048,Lee PLC,HR,INV-32283,4897.58,2025-04-18 10:34:00,Judy P.,False,
T102575,V1035,Dennis Inc,Operations,INV-51720,44519.67,2025-04-18 10:39:00,Kenneth M.,False,
T102169,V1035,Dennis Inc,Procurement,INV-65680,12684.98,2025-04-18 11:08:00,Garrett P.,False,
T105936,V1080,Fleming Ltd,Operations,INV-77460,28527.82,2025-04-18 11:11:00,Paul M.,False,
T103330,V1112,Grant Inc,Marketing,INV-59185,53443.04,2025-04-18 11:43:00,Nicole D.,False,
